artist_name,track_name,duration_ms,album_name,artist_genres,artist_popularity,artist_followers,album_type,album_release_date,audio_features_danceability,audio_features_energy,audio_features_key,audio_features_loudness,audio_features_mode,audio_features_speechiness,audio_features_acousticness,audio_features_instrumentalness,audio_features_liveness,audio_features_valence,audio_features_tempo,audio_features_time_signature
Old Dominion,Break Up with Him,207733,Meat and Candy,"contemporary country, country, country road, modern country rock",69.0,1527622.0,album,2015-11-06,0.617,0.632,8,-5.381,1,0.0371,0.0675,0.0,0.108,0.564,151.988,4
Adam Sanders,Somewhere That You Don't Go,210466,Somewhere That You Don't Go,"country pop, modern country rock",37.0,42569.0,single,2015-04-21,0.642,0.808,1,-5.576,1,0.0382,0.00603,0.0,0.314,0.673,105.919,4
David Nail,Night's On Fire,189733,Fighter,"contemporary country, country road, modern country rock",49.0,385578.0,album,2016-07-15,0.54,0.776,4,-4.155,1,0.043,0.243,0.0,0.378,0.784,164.046,4
Jake Owen,American Love,195520,American Love,"contemporary country, country, country road",66.0,1897791.0,album,2016-07-29,0.573,0.96,7,-5.973,1,0.0789,0.0345,0.0,0.116,0.687,99.974,4
Thomas Rhett,Learned It From The Radio,221960,Tangled Up,"contemporary country, country, country road, modern country rock",73.0,4690158.0,album,2015-01-01,0.66,0.687,7,-6.552,1,0.0287,0.00823,0.0,0.308,0.665,123.029,4
Luke Bryan,Scarecrows,216733,Kill The Lights,"contemporary country, country, country road, modern country rock",75.0,8641252.0,album,2015-08-07,0.519,0.834,5,-2.263,0,0.0321,0.135,0.0,0.111,0.461,135.875,4
Jon Pardi,Back On The Backroads,225052,"The B-Sides, 2011-2014","contemporary country, country, country road, modern country rock",73.0,2006825.0,single,2015-05-18,0.462,0.811,6,-4.661,1,0.0349,0.0989,0.0,0.176,0.544,165.988,4
Brett Eldredge,Just A Taste,208506,Illinois,"contemporary country, country, country road, modern country rock",56.0,1462786.0,album,2015-09-11,0.571,0.705,0,-7.045,1,0.0413,0.00794,0.0,0.128,0.451,86.964,4
Waterloo Revival,Bad For You,149972,Bad For You,country pop,28.0,17846.0,single,2015-01-01,0.665,0.822,1,-6.623,0,0.0466,0.0121,0.0,0.132,0.812,115.0,4
Jake Owen,Good Company,173613,American Love,"contemporary country, country, country road",66.0,1897791.0,album,2016-07-29,0.641,0.794,2,-5.586,1,0.0668,0.465,0.0,0.269,0.784,95.032,4
Luke Bryan,Razor Blade,221800,Kill The Lights,"contemporary country, country, country road, modern country rock",75.0,8641252.0,album,2015-08-07,0.583,0.864,2,-2.63,1,0.0529,0.543,0.000887,0.206,0.465,98.929,4
Elephante,Catching On (feat. Nevve),227083,I Am The Elephante,"pop dance, pop edm",43.0,99437.0,album,2016-09-14,0.626,0.762,0,-3.627,0,0.0458,0.23,0.0,0.147,0.637,99.968,4
Don Diablo,What We Started,203000,What We Started,"dutch house, edm, electro house, future house, pop dance, progressive electro house, progressive house",66.0,1784844.0,single,2016-11-04,0.36,0.847,11,-3.931,1,0.109,0.223,0.00019,0.147,0.501,89.915,4
Mako,Smoke Filled Room - Matt Baer Remix,233191,The Remixes,pop edm,58.0,116954.0,album,2016-06-20,0.385,0.555,0,-5.318,0,0.0577,0.23,0.0,0.101,0.191,140.936,4
GRiZ,Good Times Roll,244828,Good Will Prevail,"glitch hop, jamtronica, jazztronica, livetronica",57.0,458173.0,album,2016-09-23,0.677,0.874,1,-5.445,1,0.129,0.0219,0.00738,0.973,0.58,100.012,4
DJ Snake,Talk,237960,Encore,"dance pop, edm, electronic trap, pop, pop dance",77.0,8661831.0,album,2016-08-05,0.519,0.808,7,-4.509,1,0.0979,0.00931,0.0,0.124,0.246,118.103,4
Flume,Smoke & Retribution,241223,Skin,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",70.0,2443866.0,album,2016-05-27,0.754,0.556,8,-7.114,1,0.355,0.191,0.0,0.0987,0.455,120.859,4
FRANKIE,New Obsession - Lost Kings Remix,217453,New Obsession (The Remixes),,17.0,12553.0,single,2016-08-10,0.646,0.898,9,-2.609,1,0.127,0.00302,0.0536,0.0743,0.579,99.941,4
Audien,Crazy Love,174545,Crazy Love,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",53.0,189903.0,single,2016-08-19,0.691,0.883,11,-1.326,0,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,4
Madison Beer,Something Sweet - Exit Friendzone Remix,216032,Something Sweet,pop,73.0,6679526.0,single,2016-05-19,0.294,0.765,9,-4.192,0,0.0406,0.0244,1.45e-05,0.264,0.342,99.388,4
Deaf Kev,Invincible,279600,Invincible,gaming edm,43.0,63285.0,single,2015-05-14,0.567,0.97,5,-2.858,0,0.0497,0.000153,0.705,0.0763,0.278,100.011,4
Cash Cash,How To Love (feat. Sofia Reyes) - Boombox Cartel Remix,168200,How To Love (feat. Sofia Reyes) [Remixes],"dance pop, edm, electro house, electropowerpop, pop dance",58.0,685775.0,single,2016-05-27,0.548,0.895,9,-1.988,0,0.102,0.11,0.0,0.0816,0.682,150.122,4
Yellow Claw,Love & War (feat. Yade Lauren),180150,Los Amsterdam,"dutch house, edm, electro house, electronic trap, pop dance",59.0,1024259.0,album,2017-03-31,0.577,0.911,1,-4.449,1,0.0512,0.0186,0.0587,0.159,0.543,160.036,4
Lost Kings,Phone Down - Evan Berg Remix,237574,Phone Down (Remixes),"pop dance, pop edm",51.0,391819.0,single,2016-11-18,0.531,0.907,0,-2.977,1,0.0478,0.0128,0.0,0.355,0.316,154.861,4
Noah Neiman,Make It So Good,173987,Make It So Good,"pop edm, progressive uplifting trance, sky room",26.0,5406.0,single,2016-11-04,0.521,0.961,1,-4.18,1,0.108,0.000251,0.000389,0.344,0.188,128.101,4
Grandtheft,Easy Go,190912,Easy Go,electronic trap,33.0,59108.0,single,2016-11-04,0.681,0.922,5,-3.592,1,0.0779,0.107,0.00167,0.0938,0.566,156.071,4
NEIKED,Sexual - Oliver Nelson Remix / Radio Edit,200892,Sexual,scandipop,58.0,173963.0,single,2016-10-28,0.741,0.851,2,-5.336,1,0.0574,0.032,0.000115,0.114,0.946,111.973,4
Fancy Cars,I'll Follow,224301,I'll Follow,"pop edm, progressive electro house",30.0,10015.0,single,2017-03-24,0.528,0.785,10,-6.901,1,0.0877,0.0885,0.0136,0.15,0.46,193.927,4
Dash Berlin,Without The Sun,181500,We Are,"big room, dutch trance, edm, pop dance, progressive house, trance, uplifting trance",61.0,552457.0,album,2017-03-24,0.573,0.923,5,-2.971,0,0.0501,0.0157,0.0,0.0825,0.549,119.932,4
Frank Pole,Anything,221623,Anything,deep tropical house,31.0,56615.0,single,2016-09-15,0.478,0.871,10,-4.716,1,0.274,0.0274,0.0,0.111,0.333,122.337,4
Martin Garrix,In the Name of Love - DallasK Remix,200813,The Martin Garrix Collection,"dutch edm, edm, pop, pop dance, progressive house",74.0,15024624.0,compilation,2017-04-21,0.531,0.737,4,-5.268,0,0.0703,0.0113,1.82e-06,0.285,0.104,133.906,4
Sam Feldt,Summer On You - Club Edit,204761,Summer On You,"edm, pop dance, progressive electro house, tropical house",69.0,772173.0,single,2016-08-05,0.678,0.807,7,-4.004,0,0.0621,0.0254,4.16e-05,0.926,0.399,125.963,4
G-Eazy,Some Kind Of Drug - Earwulf Remix,215668,Some Kind Of Drug,"indie pop rap, oakland hip hop, pop rap, rap",77.0,5330874.0,single,2016-11-18,0.607,0.85,4,-4.831,0,0.398,0.1,0.0,0.119,0.44,130.756,4
Marshmello,Ritual (feat. Wrabel),237472,Ritual (feat. Wrabel),"brostep, edm, pop, progressive electro house",82.0,33669494.0,single,2016-10-27,0.561,0.946,10,-0.899,1,0.128,0.00848,2.05e-05,0.0635,0.3,109.891,4
Mickey Valen,Meet Me (feat. Noé),193379,Meet Me (feat. Noé),dark r&b,50.0,62567.0,single,2016-09-22,0.46,0.697,7,-3.423,0,0.414,0.278,5e-05,0.306,0.315,144.113,4
Breathe Carolina,See The Sky,204808,See The Sky,"electropowerpop, neon pop punk, trancecore",50.0,348904.0,single,2016-07-22,0.394,0.853,6,-3.413,1,0.0559,0.000647,0.000377,0.0785,0.163,149.835,4
FRENSHIP,Capsize - Dzeko & Torres,173453,Capsize (Remixes),"electropop, indie poptimism, la pop",51.0,191788.0,single,2016-11-11,0.8,0.86,0,-3.796,0,0.0446,0.306,0.000219,0.24,0.853,108.009,4
Hoodboi,Closer (feat. ASTR) - GANZ Remix,238367,Closer (feat. ASTR),vapor twitch,25.0,20130.0,single,2016-05-05,0.331,0.801,11,-7.289,0,0.0559,0.0213,0.305,0.304,0.303,146.938,4
SNBRN,Sometimes,225900,Sometimes,"edm, electro house, house, pop dance, pop edm, uk dance",43.0,106431.0,single,2016-05-27,0.377,0.715,0,-5.57,0,0.138,0.101,1.13e-06,0.306,0.322,99.935,4
Rain Man,Habit,222000,Habit,pop edm,37.0,29266.0,single,2017-02-03,0.475,0.923,5,-2.346,1,0.11,0.152,0.0,0.136,0.194,149.943,4
Cheat Codes,Queen Elizabeth - Aspyer Remix,211633,Queen Elizabeth,"edm, pop, pop dance",65.0,2109975.0,single,2016-11-04,0.664,0.832,0,-4.83,1,0.0588,0.16,0.0,0.11,0.653,99.938,4
Party Favor,In My Head (feat. Georgia Ku),210000,Party & Destroy,"brostep, edm, electro house, electronic trap",50.0,176876.0,single,2016-12-09,0.51,0.837,11,-3.815,1,0.0598,0.007,6.45e-05,0.544,0.213,141.899,4
APEK,Traces,210285,Traces,"pop edm, sky room",32.0,7396.0,single,2016-12-09,0.501,0.682,7,-4.39,1,0.0315,0.00815,0.0,0.305,0.0693,104.819,4
Anki,Midnight,302400,Circadian,"future bass, melodic dubstep, pop edm",30.0,10744.0,album,2017-01-06,0.565,0.757,4,-1.507,1,0.0293,0.559,0.0,0.0821,0.276,99.961,4
ROZES,Burn Wild (Young Bombs Remix),213000,Burn Wild (Young Bombs Remix),"alt z, electropop, indie poptimism",59.0,125438.0,single,2016-03-29,0.467,0.963,2,-1.563,1,0.192,0.138,0.101,0.0938,0.394,160.135,4
Jesper Jenset,High - Young Bombs Remix,184333,High,norwegian pop,39.0,45101.0,single,2016-09-02,0.588,0.603,0,-6.044,0,0.0556,0.229,0.0,0.0934,0.458,97.045,4
Flosstradamus,Came Up,214929,Came Up,"brostep, edm, electro house, electronic trap, mashup",42.0,283636.0,single,2016-07-29,0.613,0.879,6,-4.649,1,0.0729,0.00908,1.66e-06,0.108,0.497,76.966,4
Boys Noize,Birthday,195805,Birthday,"alternative dance, dance-punk, electro house, fidget house, filter house, german dance, german techno, new rave",59.0,287216.0,single,2016-08-26,0.654,0.664,5,-6.68,0,0.14,0.0449,0.0,0.541,0.579,144.018,4
JPB,Feels Right - Radio Edit,199187,Feels Right,gaming edm,42.0,47237.0,single,2016-05-27,0.45,0.948,9,-2.503,0,0.302,0.0535,8.88e-05,0.882,0.674,89.942,4
Möwe,Lovers Friends - John Dahlbäck Remix,220903,Lovers Friends (Remixes),deep tropical house,48.0,87973.0,single,2016-05-20,0.537,0.961,10,-5.721,1,0.0885,0.0446,0.000102,0.274,0.226,125.076,4
Florian Picasso,Final Call,160312,Final Call,"dutch house, edm, electro house, pop dance, pop edm, progressive electro house, progressive house, sky room",40.0,63559.0,single,2016-05-13,0.665,0.836,4,-3.144,0,0.104,0.0657,0.0,0.101,0.339,127.921,4
Flume,Heater,245268,Skin Companion EP I,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",70.0,2443866.0,single,2016-11-25,0.551,0.652,9,-8.771,0,0.144,0.144,0.000277,0.403,0.558,96.062,4
M-Phazes,Messiah,223543,Messiah,,26.0,11333.0,single,2016-12-02,0.554,0.662,8,-8.369,1,0.0667,0.0208,0.000365,0.131,0.373,136.992,4
Louis The Child,Weekend - SNBRN Remix,210285,Weekend,"edm, electropop, indie poptimism, vapor soul",58.0,475751.0,single,2016-06-10,0.672,0.85,4,-4.557,0,0.0312,0.0601,3.19e-05,0.117,0.431,104.974,4
Alison Wonderland,I Want U,210017,Run,"aussietronica, edm, electra, electronic trap, escape room, indietronica",52.0,485186.0,album,2015-03-17,0.604,0.825,1,-3.425,0,0.0359,0.00175,8.2e-05,0.309,0.388,140.04,4
Zeds Dead,Blame,218493,Northern Lights,"brostep, canadian electronic, dubstep, edm, electro house, progressive electro house",58.0,594510.0,album,2016-10-14,0.605,0.759,9,-5.946,0,0.092,0.228,0.000381,0.0913,0.478,139.989,4
Sam Feldt,Runaways - Jay Hardway Remix [Edit],180372,Runaways,"edm, pop dance, progressive electro house, tropical house",69.0,772173.0,single,2016-12-16,0.668,0.626,11,-3.633,1,0.0451,0.0531,0.0,0.388,0.744,126.085,4
Mike Williams,Bambini,162187,Bambini,"big room, dutch house, edm, electro house, future house, pop dance, progressive electro house",55.0,361358.0,single,2017-01-09,0.477,0.916,1,-4.94,1,0.037,0.000763,0.684,0.124,0.112,127.99,4
Dzeko,Never Gonna Love Me (feat. Sam James),177930,Never Gonna Love Me (feat. Sam James),"canadian electronic, dutch house, edm, electro house, pop dance, pop edm, progressive electro house",58.0,70650.0,single,2017-01-13,0.79,0.76,8,-4.156,0,0.179,0.438,2.28e-06,0.133,0.397,115.957,4
Jocelyn Alice,Feels Right - Galloway Remix,208094,Feels Right,canadian electropop,35.0,17136.0,single,2016-12-09,0.601,0.845,6,-4.417,0,0.0415,0.0159,9.1e-05,0.0845,0.187,99.991,4
Ralph Felix,The Heat (I Wanna Dance With Somebody),220754,The Heat (I Wanna Dance With Somebody),dutch edm,29.0,4181.0,single,2017-01-13,0.56,0.896,7,-3.691,0,0.0673,0.032,0.000113,0.262,0.3,123.987,4
Jonas Blue,By Your Side - Madison Mars Remix,267337,By Your Side,"pop, pop dance, tropical house, uk dance",72.0,3749871.0,single,2016-12-16,0.686,0.719,6,-4.684,1,0.0628,0.0209,2.65e-05,0.0469,0.304,125.974,4
Party Favor,In My Head (feat. Georgia Ku) - Landis Remix,214153,In My Head (feat. Georgia Ku),"brostep, edm, electro house, electronic trap",50.0,176876.0,single,2017-02-03,0.678,0.944,8,-2.339,0,0.0681,0.0158,0.00874,0.18,0.518,129.929,4
KREAM,Taped Up Heart (feat. Clara Mae) - Joe Mason Remix,214615,Taped Up Heart (feat. Clara Mae),pop dance,55.0,260007.0,single,2017-01-27,0.321,0.8,0,-6.354,0,0.379,0.0247,0.0,0.355,0.156,208.258,4
Vanic,Too Soon,236075,Too Soon,"bass trap, future bass, pop edm",43.0,103911.0,single,2017-01-20,0.689,0.769,8,-5.445,1,0.0319,0.0142,0.0,0.0832,0.556,122.023,4
Virginia To Vegas,Lights Out - Sondr Remix,196000,Lights Out,canadian pop,46.0,81867.0,single,2017-02-03,0.519,0.835,5,-5.79,0,0.0418,0.00785,0.0,0.336,0.615,119.932,4
Whethan,Savage (feat. Flux Pavilion & MAX),205333,Savage (feat. Flux Pavilion & MAX),"electropop, hyperpop, indie electropop, rage rap",68.0,284860.0,single,2016-12-06,0.679,0.662,7,-5.861,1,0.0773,0.151,0.0,0.376,0.365,90.054,4
The Chainsmokers,Paris - Jewelz & Sparks Remix,214106,Paris (Remixes),pop,81.0,20216754.0,single,2017-02-17,0.435,0.912,2,-4.352,1,0.344,0.0837,0.0,0.181,0.214,124.504,3
Zara Larsson,I Would Like - R3hab Remix,146999,I Would Like,"pop, scandipop, swedish electropop, swedish pop",76.0,10472496.0,single,2016-12-23,0.672,0.763,2,-3.864,0,0.0565,0.0728,0.0,0.135,0.318,139.94,4
MOTi,Livin' 4 Ya,184761,Livin' 4 Ya,"dutch house, edm, electro house, pop dance, progressive electro house, progressive house",57.0,260256.0,single,2016-12-02,0.514,0.862,0,-6.329,0,0.156,0.0319,0.171,0.119,0.501,126.112,4
Stash Konig,Craving for More,223333,Craving for More,,27.0,2299.0,single,2016-11-30,0.599,0.805,10,-8.544,1,0.201,0.117,0.0,0.0857,0.694,80.023,4
Seeb,Under Your Skin,188609,Under Your Skin,pop dance,67.0,361136.0,single,2017-03-03,0.528,0.87,11,-3.965,1,0.11,0.0291,0.0,0.324,0.88,98.036,4
Hot Shade,Touching You Again,182270,Touching You Again,,55.0,144083.0,single,2016-11-25,0.734,0.65,8,-5.825,1,0.0401,0.0807,1.17e-06,0.0749,0.382,119.986,4
RKCB,Daydreaming (Virtu Remix),219919,Daydreaming (Virtu Remix),"indie electropop, indie poptimism, vapor soul",40.0,114245.0,single,2015-12-26,0.577,0.782,4,-7.084,0,0.0931,0.451,0.000726,0.0813,0.3,149.978,4
AlunaGeorge,I'm In Control,209426,I Remember,"electropop, house, uk dance",60.0,434864.0,album,2016-09-16,0.725,0.844,11,-3.707,0,0.0347,0.363,0.000716,0.125,0.711,104.001,4
Dirty Heads,Oxygen - Borgeous Remix,241378,Oxygen,"reggae fusion, reggae rock",65.0,814858.0,single,2017-01-20,0.448,0.977,8,-3.412,1,0.0986,0.00167,0.0349,0.408,0.518,145.117,4
R3HAB,Icarus - R3hab & Skytech Remix,136344,Icarus (Remixes),"dutch house, edm, electro house, pop dance, progressive electro house, slap house",75.0,2527633.0,single,2016-12-02,0.623,0.743,1,-4.704,0,0.12,0.00768,0.0,0.754,0.637,145.056,4
Audien,One More Weekend,200586,One More Weekend,"edm, electro house, pop dance, pop edm, progressive electro house, progressive house",53.0,189903.0,single,2017-03-31,0.667,0.899,2,-2.144,1,0.0411,0.387,0.0,0.0712,0.389,110.005,4
DOLF,Fuck It All Up (feat. JVZEL),226171,Fuck It All Up (feat. JVZEL),"dutch edm, pop edm, speed house",30.0,14714.0,single,2017-03-01,0.548,0.811,11,-3.985,1,0.0475,0.00173,3.56e-05,0.323,0.401,155.08,4
KO:YU,Don't Wait,208571,Don't Wait,german dance,19.0,23617.0,single,2016-12-05,0.604,0.923,11,-3.281,0,0.0375,0.0138,1.44e-06,0.0647,0.151,104.96,4
Dillon Francis,Say Less,204699,Say Less,"brostep, edm, electro house, moombahton, pop dance, progressive electro house, slap house",61.0,1129171.0,single,2017-04-05,0.681,0.925,8,-5.436,1,0.209,0.101,1.7e-05,0.343,0.646,135.953,4
AREA21,Spaceships,169608,Spaceships,,46.0,352598.0,single,2016-04-08,0.441,0.766,6,-5.921,0,0.0533,0.0181,1.6e-06,0.509,0.52,150.054,4
Stitches,Molly Cyrus,164592,Molly Cyrus,miami hip hop,44.0,365466.0,single,2015-03-31,0.778,0.917,6,-5.269,1,0.214,0.0966,0.0,0.119,0.358,99.97,4
Major Lazer,Blaze Up The Fire (feat. Chronixx),214916,Peace Is The Mission,"dance pop, edm, electro house, moombahton, pop, pop dance",75.0,6152871.0,album,2015-05-29,0.637,0.967,6,-3.616,1,0.0547,0.00599,6.37e-05,0.502,0.796,145.014,4
alt-J,In Cold Blood - Baauer Remix,171373,In Cold Blood,"indie rock, indietronica, modern alternative rock, modern rock, rock",69.0,3273309.0,single,2017-07-28,0.492,0.577,2,-7.718,1,0.0368,0.0146,0.00715,0.344,0.133,142.986,4
Yellow Claw,Friends In The Dark (feat. Otis Parker),186186,Los Amsterdam,"dutch house, edm, electro house, electronic trap, pop dance",59.0,1024259.0,album,2017-03-31,0.543,0.946,8,-2.63,1,0.0491,0.016,0.277,0.27,0.583,160.025,4
FRND,Friend - Steve James Remix,183896,Friend (Steve James Remix),pop edm,40.0,72642.0,single,2016-12-02,0.403,0.829,9,-4.942,1,0.088,0.00438,0.000965,0.426,0.359,152.839,4
Zedd,Straight Into The Fire,221532,True Colors,"complextro, edm, german techno, pop, pop dance",72.0,5914686.0,album,2015-05-15,0.583,0.86,8,-4.347,1,0.0842,0.0231,1.33e-06,0.0977,0.279,127.032,4
Martin Garrix,There For You - Bali Bandits Remix,192380,There For You: The Remixes,"dutch edm, edm, pop, pop dance, progressive house",74.0,15024624.0,single,2017-08-18,0.594,0.87,6,-3.957,0,0.112,0.00877,0.0,0.156,0.484,126.094,4
The Chainsmokers,It Won't Kill Ya,217613,Memories...Do Not Open,pop,81.0,20216754.0,album,2017-04-07,0.572,0.53,6,-8.521,0,0.0654,0.0647,0.000169,0.127,0.12,170.138,4
Cash Cash,Matches,187600,Matches,"dance pop, edm, electro house, electropowerpop, pop dance",58.0,685775.0,single,2017-03-03,0.555,0.783,10,-1.888,1,0.112,0.479,0.0,0.0838,0.329,149.785,4
Wale,"My Love (feat. Major Lazer, WizKid, Dua Lipa) - Major Lazer VIP Remix",226890,"My Love (feat. Major Lazer, WizKid, Dua Lipa)","pop rap, r&b, rap, southern hip hop, trap",68.0,4138215.0,single,2017-09-08,0.66,0.873,7,-3.227,1,0.0898,0.0393,4.72e-06,0.29,0.529,118.949,4
Steve Aoki,"$4,000,000 (feat. Ma$e & Big Gigantic)",194506,Steve Aoki Presents Kolony,"edm, electro house, pop dance",70.0,3748182.0,album,2017-07-21,0.737,0.921,1,-2.882,1,0.0786,0.153,0.0201,0.138,0.55,109.971,4
The Chainsmokers,Setting Fires - Boxinbox & Lionsize Remix,191226,Setting Fires (Remixes),pop,81.0,20216754.0,single,2016-12-23,0.667,0.838,8,-4.917,0,0.349,0.114,1.8e-05,0.209,0.521,104.986,4
Big Gigantic,"All of Me (feat. Logic, ROZES)",228169,Brighter Future,"electronic trap, glitch hop",49.0,257322.0,album,2017-08-30,0.628,0.877,10,-3.016,0,0.041,0.00189,0.0,0.228,0.199,142.034,4
Flume,Numb & Getting Colder - Baauer Remix,225883,Skin,"australian dance, australian electropop, australian indie, downtempo, edm, indietronica",70.0,2443866.0,album,2017-04-07,0.679,0.9,10,-4.559,0,0.312,0.00492,0.000108,0.292,0.341,104.89,4
DJ Luke Nasty,OTW,219512,Highway Music: Stuck In Traffic,"north carolina hip hop, pop r&b, trap",40.0,153255.0,album,2016-05-13,0.743,0.651,6,-5.974,1,0.0646,0.0143,0.0,0.079,0.467,82.022,4
Rudimental,"Lay It All On Me (feat. Big Sean, Vic Mensa & Ed Sheeran) - Rudi VIP Mix",240406,"Lay It All On Me (feat. Big Sean, Vic Mensa & Ed Sheeran)","pop dance, uk dance, uk funky",71.0,1360676.0,single,2015-12-25,0.822,0.723,6,-5.319,1,0.0424,0.0197,0.0,0.0469,0.408,122.524,4
Marvel Alexander,Better Days,139000,Don't Die Yet (Revived Edition),,8.0,1622.0,album,2015-09-22,0.89,0.621,2,-7.437,1,0.0353,0.203,0.0,0.131,0.304,120.013,4
FKi 1st,The Meaning,225007,First Time For Everything (Part 1),atl trap,37.0,15851.0,single,2016-05-20,0.678,0.455,11,-10.373,0,0.0907,0.0949,0.0,0.0828,0.571,144.015,4
Chance The Rapper,Mixtape (feat. Young Thug & Lil Yachty),292910,Coloring Book,"chicago rap, conscious hip hop, hip hop, pop rap, rap, trap",72.0,5989295.0,album,2016-05-27,0.838,0.43,1,-5.868,1,0.281,0.0498,1.59e-05,0.0977,0.126,126.981,4
Meek Mill,Check,194463,Dreams Worth More Than Money,"hip hop, philly rap, pop rap, rap, southern hip hop, trap",72.0,7861556.0,album,2015-06-29,0.672,0.573,1,-7.708,1,0.277,0.000268,0.0,0.109,0.693,179.953,4
Future,F*ck Up Some Commas,237400,DS2,"atl hip hop, hip hop, rap, southern hip hop, trap",90.0,17435958.0,album,2015-07-17,0.874,0.568,11,-5.896,0,0.224,0.0698,1.38e-05,0.149,0.46,139.995,4
Fetty Wap,Different Now,202815,Different Now,"new jersey rap, pop rap, rap, southern hip hop, trap",69.0,4637570.0,single,2016-08-19,0.739,0.618,6,-8.819,0,0.287,0.486,0.0,0.181,0.761,141.976,4
Jazz Cartier,Dead Or Alive,194946,Dead Or Alive,"canadian hip hop, canadian trap, underground hip hop",42.0,116364.0,single,2015-09-18,0.456,0.793,5,-5.569,1,0.65,0.175,0.0,0.169,0.707,205.348,4
Kevin Gates,Excuse Me,276960,Islah,"baton rouge rap, pop rap, rap, southern hip hop, trap",71.0,6097933.0,album,2016-01-29,0.827,0.631,11,-7.39,1,0.31,0.0837,0.0,0.387,0.501,103.945,4
